"trust_1","trust_0","spatial_distance","target","followerid","social_distance","spatial_distance-2","trust","s_res","t_res","tage","tlon","tlat","fage","flon","flat"
"0.564437623032755","0",-1,"39557009","2436071165","200144340",-1,"0.282218811516377",NULL,NULL,"353928615","24","-29","200144340","28.18783","-25.74486"
"0.973489598613804","1",-1,"170963694","208678497","307706886",-1,"0.986744799306902",NULL,NULL,"315954716","-118.24368","34.05223","307706886",NULL,NULL
"1","0.958333333333333",3,"170963694","28464786","315954716",3,"0.979166666666667","4","5","315954716","-118.24368","34.05223","357190976","-115.13722","36.17497"
"0.842618237427584","0.777777777777778",16,"158120995","470289840","268745443",16,"0.810198007602681","4","6","318926197","-68.96667","12.16667","268745443","-71.5817","41.95489"
"0.875367251598952","1",-1,"170963694","391764248","277179380",-1,"0.937683625799476",NULL,NULL,"315954716","-118.24368","34.05223","277179380",NULL,NULL
"0.822322107482267","1",-1,"170963694","561666781","260676147",-1,"0.911161053741134",NULL,NULL,"315954716","-118.24368","34.05223","260676147",NULL,NULL
"1","0.666666666666667",24,"158120995","106623866","318926197",24,"0.833333333333333","4","4","318926197","-68.96667","12.16667","331947035","-117.06808","32.64478"
"1","0.444444444444444",40,"170963694","72830005","315954716",40,"0.722222222222222","4","6","315954716","-118.24368","34.05223","343415827","4.84671","45.74846"
"1","0.166666666666667",60,"170963694","83725888","315954716",60,"0.583333333333333","4","4","315954716","-118.24368","34.05223","339913464","115.8614","-31.95224"
"0.80833089692216","0.777777777777778",16,"170963694","607141133","256323247",16,"0.793054337349969","4","2","315954716","-118.24368","34.05223","256323247","-77.20137","39.14344"
"0.943090268109091","0.833333333333333",12,"170963694","251947108","298249145",12,"0.888211800721212","4","2","315954716","-118.24368","34.05223","298249145","-88.99369","40.4842"
"1","1",-1,"170963694","19083036","315954716",-1,"1",NULL,NULL,"315954716","-118.24368","34.05223","363770766",NULL,NULL
"0.922630537353287","0.444444444444444",40,"170963694","289573646","291883780",40,"0.683537490898866","4","4","315954716","-118.24368","34.05223","291883780","-1.85643","38.99424"
"0.817759389511242","0.222222222222222",56,"170963694","576294264","259256609",56,"0.519990805866732","4","7","315954716","-118.24368","34.05223","259256609","107.60694","-6.92222"
"0.891730905921354","0.833333333333333",12,"170963694","357293749","282270387",12,"0.862532119627343","4","4","315954716","-118.24368","34.05223","282270387","-96.80667","32.78306"
"0.970411731572681","0.833333333333333",12,"170963694","213031839","306749310",12,"0.901872532453007","4","5","315954716","-118.24368","34.05223","306749310","-96.66696","40.8"
"1","0.777777777777778",16,"170963694","138761404","315954716",16,"0.888888888888889","4","4","315954716","-118.24368","34.05223","323274272","-86.78444","36.16589"
"0.454550131538561","0.777777777777778",16,"170963694","4505647272","146256124",16,"0.616163954658169","4","5","315954716","-118.24368","34.05223","146256124","-77.03637","38.89511"
"0.715576068640701","1",-1,"170963694","1425327932","227465666",-1,"0.85778803432035",NULL,NULL,"315954716","-118.24368","34.05223","227465666",NULL,NULL
"1","0.833333333333333",12,"170963694","40763925","315954716",12,"0.916666666666667","4","5","315954716","-118.24368","34.05223","353307388","-90.78568","38.79755"
"0.996560972722674","1",-1,"170963694","175096325","314884777",-1,"0.998280486361337",NULL,NULL,"315954716","-118.24368","34.05223","314884777",NULL,NULL
"0.583093472950973","0.833333333333333",12,"170963694","2785923432","186248111",12,"0.708213403142153","4","7","315954716","-118.24368","34.05223","186248111","-89.40123","43.07305"
"0.716449747082569","1",-1,"170963694","1417521248","227737482",-1,"0.858224873541284",NULL,NULL,"315954716","-118.24368","34.05223","227737482","105","35"
"0.611557523551295","1",-1,"170963694","2516769535","195103754",-1,"0.805778761775648",NULL,NULL,"315954716","-118.24368","34.05223","195103754",NULL,NULL
"0.71920318286428","1",-1,"170963694","1391719100","228594122",-1,"0.85960159143214",NULL,NULL,"315954716","-118.24368","34.05223","228594122",NULL,NULL
"1","0.833333333333333",12,"170963694","64818370","315954716",12,"0.916666666666667","4","4","315954716","-118.24368","34.05223","345887866","-96.80667","32.78306"
"0.426914528771776","0.5",36,"170963694","710591079553310720","137658225",36,"0.463457264385888","4","1","315954716","-118.24368","34.05223","137658225","2","46"
"0.935593455489682","0.777777777777778",16,"170963694","265211269","295916761",16,"0.85668561663373","4","5","315954716","-118.24368","34.05223","295916761","-77.03637","38.89511"
"0.969125355972071","0.5",36,"170963694","214837235","306349097",36,"0.734562677986036","4","5","315954716","-118.24368","34.05223","306349097","-1.30735","52.82359"
"0.614171317222509","0.277777777777778",52,"170963694","2493122682","195916949",52,"0.445974547500143","4","4","315954716","-118.24368","34.05223","195916949","117.89115","4.24482"
"0.878233362123061","0.833333333333333",12,"170963694","385569020","278071075",12,"0.855783347728197","4","8","315954716","-118.24368","34.05223","278071075","-99.16305","19.41819"
"0.9092431258435","0.722222222222222",20,"170963694","318180548","287718732",20,"0.815732674032861","4","4","315954716","-118.24368","34.05223","287718732","-74.00597","40.71427"
"0.00454346474874659","1",0,"170963694","1261750753623851008","6251511",0,"0.502271732374373","4","4","315954716","-118.24368","34.05223","6251511","-118.24368","34.05223"
"0.282675381997189","0.986111111111111",1,"170963694","898811374125502464","92783010",1,"0.63439324655415","4","6","315954716","-118.24368","34.05223","92783010","-118.40036","34.07362"
"0.848313915772964","0.5",36,"170963694","470153194","268762634",36,"0.674156957886482","4","6","315954716","-118.24368","34.05223","268762634","-57.647","-25.28646"
"0.900991641552649","1",-1,"170963694","336131413","285151557",-1,"0.950495820776324",NULL,NULL,"315954716","-118.24368","34.05223","285151557",NULL,NULL
"0.85987588717217","1",-1,"170963694","433625251","272359757",-1,"0.929937943586085",NULL,NULL,"315954716","-118.24368","34.05223","272359757",NULL,NULL
"1","1",-1,"170963694","149369709","315954716",-1,"1",NULL,NULL,"315954716","-118.24368","34.05223","320807314",NULL,NULL
"1","0.888888888888889",8,"170963694","50569761","315954716",8,"0.944444444444444","4","2","315954716","-118.24368","34.05223","350000461","-111.50098","34.5003"
"0.741573321832656","0.833333333333333",12,"170963694","1161095426","235553847",12,"0.787453327582995","4","5","315954716","-118.24368","34.05223","235553847","-95.67804","39.04833"
"0.708563604737801","0.777777777777778",16,"170963694","1490950861","225283971",16,"0.743170691257789","4","8","315954716","-118.24368","34.05223","225283971","-81.63262","38.34982"
"1","0.833333333333333",12,"170963694","112755293","315954716",12,"0.916666666666667","4","4","315954716","-118.24368","34.05223","330175875","-96.80667","32.78306"
"0.698152002119924","0.722222222222222",20,"170963694","1595074046","222044747",20,"0.710187112171073","4","5","315954716","-118.24368","34.05223","222044747","-73.94958","40.6501"
"0.793659864404666","0.277777777777778",52,"170963694","738196765","251758843",52,"0.535718821091222","4","4","315954716","-118.24368","34.05223","251758843","77.81092","23.52604"
"0.752646746734336","0.444444444444444",40,"170963694","1048997070","238998975",40,"0.59854559558939","4","4","315954716","-118.24368","34.05223","238998975","12.51133","41.89193"
"0.461736600857364","0.5",36,"170963694","4178603164","148491955",36,"0.480868300428682","4","6","315954716","-118.24368","34.05223","148491955","0.55292","51.87819"
"0.565090963657222","1",0,"3180254803","880281922177572869","97200685",0,"0.782545481828611","5","5","165710352","67.0104","24.8608","97200685","67.0104","24.8608"
"1","0.722222222222222",20,"170963694","163552491","315954716",20,"0.861111111111111","4","6","315954716","-118.24368","34.05223","317471128","-74.00597","40.71427"
"1","0.777777777777778",16,"170963694","22239240","315954716",16,"0.888888888888889","4","4","315954716","-118.24368","34.05223","360099804","-79.4163","43.70011"
"0.716151045713697","0.5",36,"170963694","1420280096","227644551",36,"0.608075522856849","4","6","315954716","-118.24368","34.05223","227644551","0.24531","46.73645"
"0.799983463144437","1",-1,"1152674269","2669185999","189883542",-1,"0.899991731572219",NULL,NULL,"235958988","-118.40036","34.07362","189883542","-7.64747","4.57163"
"1","0",65,"3180254803","3131534968","165710352",65,"0.5","5","5","165710352","67.0104","24.8608","167879664","-48.01056","-23.01528"
"1","0.444444444444444",40,"170963694","50337076","315954716",40,"0.722222222222222","4","6","315954716","-118.24368","34.05223","350053676","9.18333","48.38333"
"0.839530688605926","0.625",36,"1152674269","2432791146","198993569",36,"0.732265344302963","6","7","235958988","-118.40036","34.07362","198993569","-65.993","9.222"
"1","0.888888888888889",8,"170963694","111688613","315954716",8,"0.944444444444444","4","4","315954716","-118.24368","34.05223","330505408","-106.48693","31.75872"
"0.959345432613203","0.5",36,"170963694","227710415","303306399",36,"0.729672716306601","4","5","315954716","-118.24368","34.05223","303306399","-3.18","51.48"
"0.483701918242687","0.25",72,"1152674269","797115970125000705","117025500",72,"0.366850959121344","6","7","235958988","-118.40036","34.07362","117025500","73.45155","30.81029"
"0.244855936767892","0.444444444444444",40,"170963694","948147557397544960","81016747",40,"0.344650190606168","4","2","315954716","-118.24368","34.05223","81016747","128.72275","36.56636"
"1","0.833333333333333",12,"170963694","39252238","315954716",12,"0.916666666666667","4","1","315954716","-118.24368","34.05223","353862146","-99.25061","31.25044"
"1","0.5",36,"170963694","43682671","315954716",36,"0.75","4","6","315954716","-118.24368","34.05223","352137502","-2.12472","51.46"
"1","1",0,"170963694","29157121","315954716",0,"1","4","4","315954716","-118.24368","34.05223","356911544","-118.24368","34.05223"
"0.950873156612045","0.888888888888889",8,"170963694","239231650","300670532",8,"0.919881022750467","4","2","315954716","-118.24368","34.05223","300670532","-104.82136","38.83388"
"1","0.833333333333333",12,"170963694","44988479","315954716",12,"0.916666666666667","4","4","315954716","-118.24368","34.05223","351677285","-98.49363","29.42412"
"0.524997710425449","0.722222222222222",20,"170963694","3129504977","168173546",20,"0.623609966323836","4","4","315954716","-118.24368","34.05223","168173546","-74.00597","40.71427"
"1","0.777777777777778",16,"170963694","59536392","315954716",16,"0.888888888888889","4","4","315954716","-118.24368","34.05223","347539752","-87.65005","41.85003"
"0.500247317122135","0.277777777777778",52,"170963694","3258058878","160473284",52,"0.389012547449957","4","3","315954716","-118.24368","34.05223","160473284","90.40744","23.7104"
"0.5069168647437","0.722222222222222",20,"170963694","3307373091","162548292",20,"0.614569543482961","4","6","315954716","-118.24368","34.05223","162548292","-74.07764","40.72816"
"0.638080184000892","0.222222222222222",56,"170963694","2346754111","203355398",56,"0.430151203111557","4","5","315954716","-118.24368","34.05223","203355398","108.8545","-6.9854"
"0.63591107226553","0.111111111111111",64,"170963694","2362426935","202680551",64,"0.373511091688321","4","4","315954716","-118.24368","34.05223","202680551","28.04363","-26.20227"
"0.860702637893627","0.777777777777778",16,"170963694","431022412","272616973",16,"0.819240207835702","4","5","315954716","-118.24368","34.05223","272616973","-87.90647","43.0389"
"0.734368878554091","0.444444444444444",40,"170963694","1246722342","233312424",40,"0.589406661499267","4","2","315954716","-118.24368","34.05223","233312424","24","55.41667"
"0.546027465129787","0.777777777777778",16,"170963694","2981022997","174716255",16,"0.661902621453782","4","2","315954716","-118.24368","34.05223","174716255","-76.74997","39.00039"
"0.469963023816978","0.833333333333333",12,"170963694","3896044813","151051333",12,"0.651648178575156","4","5","315954716","-118.24368","34.05223","151051333","-90.07507","29.95465"
"0.670267052446385","0.5",36,"170963694","2151189468","213369272",36,"0.585133526223192","4","4","315954716","-118.24368","34.05223","213369272","10.9298","59.2181"
"0.587918410809591","0.722222222222222",20,"170963694","2736425918","187749230",20,"0.655070316515907","4","5","315954716","-118.24368","34.05223","187749230","-71.05977","42.35843"
"1","0.5",36,"170963694","168117812","315954716",36,"0.75","4","5","315954716","-118.24368","34.05223","316454195","8.28332","51.3502"
"1","0.722222222222222",20,"170963694","45203497","315954716",20,"0.861111111111111","4","6","315954716","-118.24368","34.05223","351592406","-73.76597","40.75399"
"0.525822352613715","0.444444444444444",40,"170963694","3110960708","168430106",40,"0.48513339852908","4","6","315954716","-118.24368","34.05223","168430106","7.54015","44.93645"
"1","0.777777777777778",16,"170963694","27759234","315954716",16,"0.888888888888889","4","6","315954716","-118.24368","34.05223","357455851","-75.49018","40.60843"
"1","0.277777777777778",52,"170963694","145261982","315954716",52,"0.638888888888889","4","3","315954716","-118.24368","34.05223","321718334","55.30927","25.07725"
"0.824568106751873","0.444444444444444",40,"170963694","554743312","261374915",40,"0.634506275598159","4","4","315954716","-118.24368","34.05223","261374915","-43.18223","-22.90642"
"0.830252203815532","0",-1,"29464656","252927866","298071939",-1,"0.415126101907766",NULL,NULL,"356963969",NULL,NULL,"298071939",NULL,NULL
"0.763557783327229","0",-1,"29464656","409644594","274933083",-1,"0.381778891663615",NULL,NULL,"356963969",NULL,NULL,"274933083","-81.69541","41.4995"
"0.933526064409653","0.5",36,"170963694","269354744","295273561",36,"0.716763032204826","4","6","315954716","-118.24368","34.05223","295273561","-0.12574","51.50853"
"0.932434583488984","0.833333333333333",12,"170963694","271445314","294933983",12,"0.882883958411159","4","2","315954716","-118.24368","34.05223","294933983","-100.78374","46.80833"
"1","0.722222222222222",20,"170963694","17932943","315954716",20,"0.861111111111111","4","3","315954716","-118.24368","34.05223","367295235","-73.99903","40.37205"
"1","0.444444444444444",40,"170963694","49945913","315954716",40,"0.722222222222222","4","4","315954716","-118.24368","34.05223","350156530","126.91704","37.49371"
"1","0.777777777777778",16,"170963694","16896622","315954716",16,"0.888888888888889","4","4","315954716","-118.24368","34.05223","371277987","-87.65005","41.85003"
"0.239501220302335","0.5",36,"170963694","955135024378114048","79350805",36,"0.369750610151167","4","6","315954716","-118.24368","34.05223","79350805","3.05858","50.63297"
"1","0.444444444444444",40,"170963694","48327562","315954716",40,"0.722222222222222","4","6","315954716","-118.24368","34.05223","350584637","6.23955","46.38318"
"1","0.777777777777778",16,"170963694","17260769","315954716",16,"0.888888888888889","4","4","315954716","-118.24368","34.05223","369722145","-86.78444","36.16589"
"1","0.444444444444444",40,"170963694","115013218","315954716",40,"0.722222222222222","4","5","315954716","-118.24368","34.05223","329507548","14.26811","40.85216"
"0.718287237653685","0",-1,"29464656","576574220","259226992",-1,"0.359143618826843",NULL,NULL,"356963969",NULL,NULL,"259226992","-87.65005","41.85003"
"0.983953673367734","0",-1,"29464656","45740595","351396882",-1,"0.491976836683867",NULL,NULL,"356963969",NULL,NULL,"351396882",NULL,NULL
"0.262140705685271","1",0,"3180254803","1080430213815775233","49478013",0,"0.631070352842635","5","5","165710352","67.0104","24.8608","49478013","67.0104","24.8608"
"0.991690664121451","1",0,"3180254803","3251012477","164401412",0,"0.995845332060726","5","5","165710352","67.0104","24.8608","164401412","67.0104","24.8608"
"0.785963653972694","0.833333333333333",12,"170963694","797194118","249364423",12,"0.809648493653014","4","0","315954716","-118.24368","34.05223","249364423","-102","23"
"0.673808184187666","0.8125",18,"1152674269","3254026153","160818034",18,"0.743154092093833","6","6","235958988","-118.40036","34.07362","160818034","-94.00915","44.15906"
"0.736785573621233","0.75",24,"1152674269","2965089676","175325391",24,"0.743392786810617","6","6","235958988","-118.40036","34.07362","175325391","-82.5001","28.75054"
"0.680615601318592","0.375",10,"821439445","3073231109","170323167",10,"0.527807800659296","1","5","248540633","-1.61125","53.13543","170323167","27.91162","-33.01529"
"0.843900267241475","0.5",36,"170963694","484595373","267389474",36,"0.671950133620738","4","1","315954716","-118.24368","34.05223","267389474","2","46"
"1","0.444444444444444",40,"170963694","152189976","315954716",40,"0.722222222222222","4","4","315954716","-118.24368","34.05223","320182643","126.9784","37.566"
"1","0.777777777777778",16,"170963694","15628446","315954716",16,"0.888888888888889","4","5","315954716","-118.24368","34.05223","378686970","-81.69541","41.4995"
"0.814053571714925","0.722222222222222",20,"170963694","588584102","258103667",20,"0.768137896968573","4","4","315954716","-118.24368","34.05223","258103667","-74.00597","40.71427"
"1","0.777777777777778",16,"170963694","26310063","315954716",16,"0.888888888888889","4","4","315954716","-118.24368","34.05223","357986452","-79.4163","43.70011"
"1","0.5625",7,"821439445","227435129","248540633",7,"0.78125","1","4","248540633","-1.61125","53.13543","303374389","-86.78444","36.16589"
"1","0.6",20,"157819685","156376219","319000342",20,"0.8","5","4","319000342","-117.56644","33.87529","319209186","-79.4163","43.70011"
"0.971485368428291","0.777777777777778",16,"158120995","198020577","309834383",16,"0.874631573103034","4","8","318926197","-68.96667","12.16667","309834383","-74.00597","40.71427"
"0.855725496723733","0.444444444444444",40,"170963694","446450003","271068501",40,"0.650084970584089","4","3","315954716","-118.24368","34.05223","271068501","11.33333","46.5"
"1","0.5",36,"170963694","50980389","315954716",36,"0.75","4","6","315954716","-118.24368","34.05223","349905630","-0.12574","51.50853"
"0.794610420738095","0.833333333333333",12,"170963694","731500976","252054577",12,"0.813971877035714","4","4","315954716","-118.24368","34.05223","252054577","-95.36327","29.76328"
"0.792677519362","0.958333333333333",3,"170963694","745894422","251453219",3,"0.875505426347667","4","5","315954716","-118.24368","34.05223","251453219","-115.13722","36.17497"
"1","0.75",24,"1152674269","1063406276","235958988",24,"0.875","6","7","235958988","-118.40036","34.07362","238504066","-87.82506","41.72559"
"0.707704046397013","0.5",36,"170963694","1499216754","225016548",36,"0.603852023198507","4","1","315954716","-118.24368","34.05223","225016548","10.5","51.5"
"0.880431138338603","0.5",36,"170963694","381152419","278754840",36,"0.690215569169301","4","6","315954716","-118.24368","34.05223","278754840","0.66905","47.35223"
"1","0.777777777777778",16,"170963694","51569981","315954716",16,"0.888888888888889","4","4","315954716","-118.24368","34.05223","349771146","-87.65005","41.85003"
"0.913724671715123","0.5",36,"170963694","308174672","289113016",36,"0.706862335857561","4","3","315954716","-118.24368","34.05223","289113016","-3.70256","40.4165"
"1","0.722222222222222",20,"170963694","16482119","315954716",20,"0.861111111111111","4","5","315954716","-118.24368","34.05223","373422628","-71.05977","42.35843"
"0.843245635184422","0.833333333333333",12,"170963694","486787240","267185807",12,"0.838289484258878","4","6","315954716","-118.24368","34.05223","267185807","-95.36327","29.76328"
"0.426546448150354","0.5625",7,"821439445","834545958927077376","108101451",7,"0.494523224075177","1","4","248540633","-1.61125","53.13543","108101451","-87.65005","41.85003"
"1","0.722222222222222",20,"170963694","45203605","315954716",20,"0.861111111111111","4","6","315954716","-118.24368","34.05223","351592370","-74.07764","40.72816"
"0.93752365691474","0.166666666666667",60,"170963694","261558264","296517279",60,"0.552095161790704","4","7","315954716","-118.24368","34.05223","296517279","77.6838","8.72742"
"0.808597812796021","0.333333333333333",48,"170963694","606288152","256406289",48,"0.570965573064677","4","4","315954716","-118.24368","34.05223","256406289","29.91582","31.20176"
"0.145173429474561","0.666666666666667",24,"170963694","1078225081803902976","50003849",24,"0.405920048070614","4","6","315954716","-118.24368","34.05223","50003849","-68.00765","10.16202"
"0.561718989141032","0.5",36,"170963694","2882513716","179598151",36,"0.530859494570516","4","6","315954716","-118.24368","34.05223","179598151","4.49306","52.15833"
"0.888000524999051","0.444444444444444",40,"170963694","365487432","281109803",40,"0.666222484721748","4","3","315954716","-118.24368","34.05223","281109803","121.45806","31.22222"
"0.413802290486106","0.777777777777778",16,"170963694","727701481202159617","133578788",16,"0.595790034131942","4","6","315954716","-118.24368","34.05223","133578788","-86.15862","41.66199"
"1","0.777777777777778",16,"170963694","123864829","315954716",16,"0.888888888888889","4","4","315954716","-118.24368","34.05223","327080147","-79.30713","44.97732"
"0.64655885550836","1",0,"3180254803","826439867865391106","110034031",0,"0.82327942775418","5","5","165710352","67.0104","24.8608","110034031","67.0104","24.8608"
"1","1",-1,"821439445","14763734","248540633",-1,"1",NULL,NULL,"248540633","-1.61125","53.13543","385202386",NULL,NULL
"0.785149576949975","0.555555555555556",32,"170963694","803394006","249111150",32,"0.670352566252766","4","5","315954716","-118.24368","34.05223","249111150","-3.19648","55.95206"
"1","0.388888888888889",44,"170963694","75770561","315954716",44,"0.694444444444444","4","1","315954716","-118.24368","34.05223","342464396","22","39"
"0.546272749253075","0.5",36,"170963694","2975740702","174792567",36,"0.523136374626538","4","5","315954716","-118.24368","34.05223","174792567","-38.54306","-3.71722"
"0.567417271161865","0.666666666666667",24,"170963694","2849044619","181370982",24,"0.617041968914266","4","1","315954716","-118.24368","34.05223","181370982","-73.25","4"
"0.812290760825728","0.444444444444444",40,"170963694","594328169","257555227",40,"0.628367602635086","4","4","315954716","-118.24368","34.05223","257555227","126.95788","37.58511"
"0.0131858923071237","0.777777777777778",16,"170963694","1250473081325391873","8940315",16,"0.395481835042451","4","2","315954716","-118.24368","34.05223","8940315","-83.00018","40.25034"
"0.863519786091365","0.333333333333333",48,"170963694","422762974","273493435",48,"0.598426559712349","4","6","315954716","-118.24368","34.05223","273493435","120.9822","14.6042"
"0.670445442068496","0.333333333333333",48,"170963694","2149922713","213424772",48,"0.501889387700915","4","5","315954716","-118.24368","34.05223","213424772","123.89071","10.31672"
"0.785670355720124","0.722222222222222",20,"170963694","799437679","249273173",20,"0.753946288971173","4","1","315954716","-118.24368","34.05223","249273173","-155.83351","20.24122"
"0.844180329305507","0.444444444444444",40,"170963694","483680954","267476606",40,"0.644312386874976","4","5","315954716","-118.24368","34.05223","267476606","11.33064","43.31822"
"0.571118222617861","0.777777777777778",16,"170963694","2831915367","182522410",16,"0.674448000197819","4","7","315954716","-118.24368","34.05223","182522410","-86.48345","38.84116"
"0.998179432658196","0.888888888888889",8,"170963694","172873694","315388307",8,"0.943534160773542","4","5","315954716","-118.24368","34.05223","315388307","-106.65114","35.08449"
"1","0.777777777777778",16,"170963694","72025758","315954716",16,"0.888888888888889","4","6","315954716","-118.24368","34.05223","343670806","-84.90134","39.057"
"0.549948515869962","1",-1,"821439445","707788831131607040","138322705",-1,"0.774974257934981",NULL,NULL,"248540633","-1.61125","53.13543","138322705",NULL,NULL
"0.550300874995422","1",-1,"821439445","707426893780426753","138408998",-1,"0.775150437497711",NULL,NULL,"248540633","-1.61125","53.13543","138408998",NULL,NULL
"1","0.333333333333333",48,"170963694","97356200","315954716",48,"0.666666666666667","4","6","315954716","-118.24368","34.05223","334885951","-2.50192","10.06069"
"1","0.833333333333333",12,"170963694","47469123","315954716",12,"0.916666666666667","4","1","315954716","-118.24368","34.05223","350805279","-99.25061","31.25044"
"1","0.777777777777778",16,"170963694","118653919","315954716",16,"0.888888888888889","4","2","315954716","-118.24368","34.05223","328467748","-83.00018","40.25034"
"0.66330510655593","0.5",36,"170963694","2184739677","211203294",36,"0.581652553277965","4","8","315954716","-118.24368","34.05223","211203294","0.94534","51.85738"
"0.640514009864329","0.833333333333333",12,"170963694","2332201129","204112602",12,"0.736923671598831","4","5","315954716","-118.24368","34.05223","204112602","-118.8804","55.17814"
"0.422368835630239","0",-1,"29464656","3312925476","156561533",-1,"0.21118441781512",NULL,NULL,"356963969",NULL,NULL,"156561533",NULL,NULL
"0.376787035861383","0",-1,"29464656","4896760895","140747456",-1,"0.188393517930691",NULL,NULL,"356963969",NULL,NULL,"140747456","-77.03637","38.89511"
"0.913166829688532","0.666666666666667",24,"170963694","309359369","288939462",24,"0.789916748177599","4","6","315954716","-118.24368","34.05223","288939462","-66.87919","10.48801"
"1","0.5",36,"170963694","64953768","315954716",36,"0.75","4","5","315954716","-118.24368","34.05223","345855123","-5.81829","43.4416"
"1","0.5",36,"170963694","134083172","315954716",36,"0.75","4","5","315954716","-118.24368","34.05223","324405718","-3.70184","42.34106"
"1","0.5",36,"170963694","26865498","315954716",36,"0.75","4","6","315954716","-118.24368","34.05223","357806257","-8.6096","42.28337"
"1","0.5",36,"170963694","4545041","315954716",36,"0.75","4","5","315954716","-118.24368","34.05223","419409670","-0.88333","52.25"
"1","0.444444444444444",40,"170963694","40061859","315954716",40,"0.722222222222222","4","5","315954716","-118.24368","34.05223","353583376","2.15899","41.38879"
"0.998723405293446","0.444444444444444",40,"170963694","172085730","315557546",40,"0.721583924868945","4","4","315954716","-118.24368","34.05223","315557546","-46.63611","-23.5475"
"0.719696216423292","0.5",36,"170963694","1387263463","228747513",36,"0.609848108211646","4","3","315954716","-118.24368","34.05223","228747513","15.58661","56.16156"
"1","0.833333333333333",12,"170963694","39552847","315954716",12,"0.916666666666667","4","5","315954716","-118.24368","34.05223","353760707","-95.48938","30.15799"
"1","0.722222222222222",20,"170963694","19506467","315954716",20,"0.861111111111111","4","7","315954716","-118.24368","34.05223","362987890","-84.08333","9.93333"
"0.679220980427242","0.5",36,"170963694","1889566398","216154989",36,"0.589610490213621","4","6","315954716","-118.24368","34.05223","216154989","-0.12574","51.50853"
"0.902681444480105","1",-1,"170963694","332374200","285677283",-1,"0.951340722240053",NULL,NULL,"315954716","-118.24368","34.05223","285677283",NULL,NULL
"0.967200467664948","0.222222222222222",56,"170963694","217356882","305750232",56,"0.594711344943585","4","4","315954716","-118.24368","34.05223","305750232","103.85007","1.28967"
"0.396509020521952","0.444444444444444",40,"170963694","750267781514485760","128198562",40,"0.420476732483198","4","3","315954716","-118.24368","34.05223","128198562","128.25","37.75"
"0.977606580382381","0.833333333333333",12,"170963694","201920683","308987748",12,"0.905469956857857","4","6","315954716","-118.24368","34.05223","308987748","-95.88332","35.94204"
"1","0.5",36,"170963694","65141035","315954716",36,"0.75","4","5","315954716","-118.24368","34.05223","345804409","-2.11667","49.21667"
"0.995197921726832","0.666666666666667",24,"170963694","176816708","314460709",24,"0.830932294196749","4","1","315954716","-118.24368","34.05223","314460709","-78.25","-1.25"
"0.877126533266436","0.444444444444444",40,"170963694","387813660","277726722",40,"0.66078548885544","4","5","315954716","-118.24368","34.05223","277726722","16.60796","49.19522"
"0.846291273167151","0.722222222222222",20,"170963694","476981088","268133356",20,"0.784256747694686","4","4","315954716","-118.24368","34.05223","268133356","-74.00597","40.71427"
"0.796543229375967","0.25",72,"1152674269","2695931466","189091056",72,"0.523271614687984","6","1","235958988","-118.40036","34.07362","189091056","30","27"
"1","0.25",72,"1152674269","946242392","235958988",72,"0.625","6","6","235958988","-118.40036","34.07362","243077551","8.89212","9.92849"
"1","0.944444444444444",4,"170963694","22998694","315954716",4,"0.972222222222222","4","5","315954716","-118.24368","34.05223","359611385","-122.41942","37.77493"
"0.816030874428675","1",0,"170963694","582050750","258718839",0,"0.908015437214337","4","4","315954716","-118.24368","34.05223","258718839","-118.24368","34.05223"
"0.688735620739781","0.777777777777778",16,"170963694","1679754133","219115153",16,"0.733256699258779","4","2","315954716","-118.24368","34.05223","219115153","-78.63861","35.7721"
"0.575058563639389","0",-1,"39557009","2336192438","203894282",-1,"0.287529281819694",NULL,NULL,"353928615","24","-29","203894282","24","-29"
"0.0234472109050757","0",-1,"29464656","1211786170041958401","18160300",-1,"0.0117236054525379",NULL,NULL,"356963969",NULL,NULL,"18160300",NULL,NULL
"0.968954339787675","1",-1,"170963694","215117061","306295891",-1,"0.984477169893837",NULL,NULL,"315954716","-118.24368","34.05223","306295891",NULL,NULL
"1","0.222222222222222",56,"170963694","46337654","315954716",56,"0.611111111111111","4","4","315954716","-118.24368","34.05223","351206469","72.88261","19.07283"
"0.922431596376103","0.611111111111111",28,"158120995","275853703","294193719",28,"0.766771353743607","4","5","318926197","-68.96667","12.16667","294193719","-122.33207","47.60621"
"0.914029631184792","0.222222222222222",56,"170963694","307553914","289207894",56,"0.568125926703507","4","6","315954716","-118.24368","34.05223","289207894","80.27847","13.08784"
"0.648905242335182","0.666666666666667",24,"170963694","2268746140","206723255",24,"0.657785954500924","4","5","315954716","-118.24368","34.05223","206723255","-76.5225","3.43722"
"0.590315883760847","0.777777777777778",16,"170963694","2714519089","188495124",16,"0.684046830769312","4","5","315954716","-118.24368","34.05223","188495124","-79.99589","40.44062"
"0.573898230417698","0.777777777777778",16,"170963694","2808247834","183387317",16,"0.675838004097738","4","5","315954716","-118.24368","34.05223","183387317","-79.2663","43.86682"
"1","0.777777777777778",16,"170963694","111718051","315954716",16,"0.888888888888889","4","2","315954716","-118.24368","34.05223","330497141","-76.97525","38.52929"
"0.700775833700345","0.833333333333333",12,"158120995","1552170823","223519372",12,"0.767054583516839","4","5","318926197","-68.96667","12.16667","223519372","-80.35533","25.81954"
